Country,Metric,Geography level,Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Norway,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.8%,56.3%,64.0%,70.4%,77.0%,
Norway,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,DSL,Rural,% of Rural Households,74.1%,70.2%,67.4%,71.1%,65.4%,73.5%,77.4%,78.3%,75.4%,74.8%,74.8%,
Norway,VDSL,Rural,% of Rural Households,7.7%,13.4%,15.6%,18.8%,20.4%,24.6%,26.7%,27.3%,29.4%,30.0%,30.1%,
Norway,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Norway,FTTP,Rural,% of Rural Households,10.0%,12.3%,18.4%,19.5%,22.9%,32.6%,44.8%,56.3%,64.0%,70.4%,77.0%,
Norway,Cable modem DOCSIS 3.0,Rural,% of Rural Households,1.9%,2.9%,2.4%,4.0%,4.5%,2.6%,2.9%,1.5%,1.7%,1.1%,3.6%,
Norway,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,2.3%,
Norway,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,93.5%,84.9%,82.6%,88.8%,
Norway,LTE,Rural,% of Rural Households,37.1%,46.0%,98.3%,99.6%,99.6%,99.6%,99.9%,99.9%,99.9%,99.9%,#N/A,
Norway,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,4.5%,59.8%,85.4%,
Norway,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.5%,14.9%,
Norway,Satellite,Rural,% of Rural Households,92.7%,92.7%,92.7%,92.7%,92.7%,92.7%,92.7%,92.7%,92.7%,92.7%,92.7%,
Norway,Overall broadband coverage,Rural,% of Rural Households,92.0%,97.5%,97.8%,100.0%,99.9%,99.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,25.2%,33.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,WiMAX,Rural,% of Rural Households,34.1%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,Cable modem,Rural,% of Rural Households,3.2%,2.9%,2.7%,4.0%,4.5%,2.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,HSPA,Rural,% of Rural Households,83.9%,95.0%,95.6%,99.3%,98.7%,99.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,Households,Rural,###,456148419%,461835520%,467593525%,473423319%,479325797%,485301864%,478635200%,491733000%,489382700%,499118000%,499118000%,
Poland,Fixed broadband coverage,Rural,% of Rural Households,53.8%,54.4%,55.1%,55.2%,55.4%,57.8%,62.2%,63.8%,69.8%,68.7%,74.0%,
Poland,NGA coverage,Rural,% of Rural Households,18.4%,22.0%,23.1%,24.3%,25.6%,29.0%,32.6%,37.1%,40.0%,40.3%,65.9%,
Poland,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.7%,24.9%,33.4%,32.8%,57.2%,
Poland,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,DSL,Rural,% of Rural Households,39.7%,40.8%,41.4%,42.1%,42.5%,43.0%,45.7%,43.1%,44.5%,43.6%,21.0%,
Poland,VDSL,Rural,% of Rural Households,7.6%,9.4%,12.6%,15.4%,16.8%,17.3%,17.7%,17.3%,10.3%,12.0%,17.6%,
Poland,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.3%,16.9%,9.8%,9.8%,15.6%,
Poland,FTTP,Rural,% of Rural Households,0.2%,2.6%,3.5%,7.1%,9.5%,13.7%,17.9%,24.1%,32.6%,32.1%,56.3%,
Poland,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.6%,0.8%,1.1%,1.2%,1.4%,1.5%,1.5%,1.5%,1.6%,1.6%,1.7%,
Poland,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.4%,1.5%,1.5%,1.5%,1.7%,
Poland,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.3%,15.7%,16.9%,16.4%,20.7%,
Poland,LTE,Rural,% of Rural Households,82.4%,87.6%,93.1%,99.7%,99.8%,99.9%,99.9%,99.9%,99.9%,98.4%,#N/A,
Poland,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,1.1%,2.8%,58.5%,
Poland,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,
Poland,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Poland,Overall broadband coverage,Rural,% of Rural Households,94.7%,99.3%,99.5%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,10.3%,14.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,WiMAX,Rural,% of Rural Households,0.3%,0.9%,1.1%,0.9%,0.8%,1.2%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,Cable modem,Rural,% of Rural Households,0.4%,0.8%,1.2%,1.3%,1.4%,1.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,HSPA,Rural,% of Rural Households,94.9%,97.8%,98.1%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,Households,Rural,###,71721996%,60329365%,59819592%,61444668%,60222941%,59001215%,58436301%,58245715%,59147393%,58353350%,58333982%,
Portugal,Fixed broadband coverage,Rural,% of Rural Households,80.7%,82.9%,84.1%,88.2%,92.7%,92.8%,89.2%,90.0%,90.5%,88.6%,88.4%,
Portugal,NGA coverage,Rural,% of Rural Households,28.6%,34.5%,37.2%,38.4%,63.5%,66.6%,69.4%,70.3%,75.9%,68.8%,71.4%,
Portugal,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69.4%,70.3%,75.9%,68.8%,71.4%,
Portugal,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,DSL,Rural,% of Rural Households,76.2%,77.5%,78.6%,79.1%,80.2%,79.0%,70.8%,71.0%,70.3%,70.3%,70.3%,
Portugal,VDSL,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Portugal,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Portugal,FTTP,Rural,% of Rural Households,11.5%,13.4%,15.3%,18.5%,42.2%,48.2%,49.1%,51.2%,60.7%,65.1%,68.7%,
Portugal,Cable modem DOCSIS 3.0,Rural,% of Rural Households,18.5%,22.4%,23.8%,24.6%,43.1%,43.3%,43.5%,43.5%,43.3%,35.3%,35.3%,
Portugal,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.5%,43.5%,43.3%,35.3%,35.3%,
Portugal,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Portugal,LTE,Rural,% of Rural Households,51.0%,63.8%,67.0%,92.5%,93.5%,94.6%,98.2%,99.0%,98.9%,99.9%,#N/A,
Portugal,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,20.8%,87.5%,
Portugal,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.2%,13.3%,
Portugal,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Portugal,Overall broadband coverage,Rural,% of Rural Households,98.9%,99.0%,98.9%,97.8%,98.8%,99.7%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,65.5%,66.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,WiMAX,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,Cable modem,Rural,% of Rural Households,18.5%,22.4%,23.8%,24.6%,43.1%,43.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,HSPA,Rural,% of Rural Households,73.5%,78.0%,84.4%,94.2%,95.7%,98.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,Households,Rural,###,157079700%,156971400%,156971400%,156971400%,156971400%,156971400%,156971400%,156971400%,156971400%,156971400%,156971400%,
Romania,Fixed broadband coverage,Rural,% of Rural Households,78.2%,80.2%,80.5%,82.3%,82.7%,79.6%,79.3%,82.9%,89.0%,95.1%,95.2%,
Romania,NGA coverage,Rural,% of Rural Households,24.6%,27.4%,29.5%,33.6%,38.6%,40.4%,53.4%,66.5%,84.7%,93.7%,93.2%,
Romania,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.1%,55.6%,75.7%,90.1%,92.5%,
Romania,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92.9%,
Romania,DSL,Rural,% of Rural Households,62.9%,63.3%,63.7%,65.7%,66.0%,59.5%,58.6%,57.9%,56.7%,54.4%,36.1%,
Romania,VDSL,Rural,% of Rural Households,1.5%,1.8%,1.8%,2.1%,1.9%,1.8%,2.1%,2.2%,2.3%,2.3%,0.8%,
Romania,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Romania,FTTP,Rural,% of Rural Households,21.5%,22.7%,25.0%,26.7%,29.1%,30.1%,39.1%,55.6%,75.7%,90.1%,92.5%,
Romania,Cable modem DOCSIS 3.0,Rural,% of Rural Households,4.4%,7.4%,7.3%,9.7%,13.8%,16.1%,24.8%,23.4%,24.5%,17.8%,14.3%,
Romania,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,7.7%,
Romania,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.5%,24.5%,25.3%,25.3%,18.2%,
Romania,LTE,Rural,% of Rural Households,2.4%,17.8%,33.8%,49.5%,84.8%,91.1%,97.7%,99.0%,99.7%,99.9%,#N/A,
Romania,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,2.0%,2.9%,6.3%,
Romania,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.2%,2.6%,
Romania,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Romania,Overall broadband coverage,Rural,% of Rural Households,99.7%,99.6%,99.7%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,37.5%,39.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,WiMAX,Rural,% of Rural Households,25.2%,33.2%,31.2%,33.5%,33.4%,32.5%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,Cable modem,Rural,% of Rural Households,6.2%,10.4%,9.3%,11.7%,17.0%,25.5%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,HSPA,Rural,% of Rural Households,99.3%,99.3%,99.5%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,Households,Rural,###,56212900%,56212900%,55830500%,55830473%,55793872%,55802882%,55228100%,55228100%,55228100%,56775000%,45633800%,
Slovakia,Fixed broadband coverage,Rural,% of Rural Households,71.8%,76.6%,83.0%,85.5%,88.0%,88.3%,93.3%,97.2%,97.1%,97.3%,97.3%,
Slovakia,NGA coverage,Rural,% of Rural Households,3.6%,4.3%,14.1%,32.8%,37.7%,43.9%,45.3%,56.1%,79.5%,72.9%,81.7%,
Slovakia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.3%,18.0%,21.6%,32.3%,35.0%,
Slovakia,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.0%,
Slovakia,DSL,Rural,% of Rural Households,38.4%,50.1%,66.0%,69.0%,69.5%,69.5%,70.0%,74.0%,80.0%,74.2%,82.7%,
Slovakia,VDSL,Rural,% of Rural Households,0.0%,0.0%,11.9%,27.7%,32.9%,37.8%,37.0%,46.4%,60.2%,56.6%,62.5%,
Slovakia,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,34.0%,51.0%,48.1%,52.6%,
Slovakia,FTTP,Rural,% of Rural Households,3.6%,4.3%,4.4%,6.9%,9.2%,11.9%,15.3%,18.0%,21.6%,31.2%,35.0%,
Slovakia,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.4%,0.3%,0.5%,1.2%,1.7%,2.6%,2.9%,4.0%,
Slovakia,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.8%,0.8%,1.0%,
Slovakia,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.8%,94.3%,94.3%,94.6%,94.3%,
Slovakia,LTE,Rural,% of Rural Households,0.0%,0.0%,8.5%,66.4%,87.1%,90.9%,94.4%,94.4%,95.2%,94.2%,#N/A,
Slovakia,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,2.4%,39.3%,46.1%,
Slovakia,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.9%,34.0%,
Slovakia,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Slovakia,Overall broadband coverage,Rural,% of Rural Households,84.5%,89.1%,91.6%,91.6%,94.1%,96.4%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,9.4%,12.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,WiMAX,Rural,% of Rural Households,50.4%,50.4%,50.0%,50.0%,50.0%,50.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,Cable modem,Rural,% of Rural Households,0.4%,0.4%,0.6%,0.8%,0.9%,0.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,HSPA,Rural,% of Rural Households,68.9%,69.3%,71.7%,78.5%,77.1%,91.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovenia,Households,Rural,###,18986521%,19017234%,19038146%,19373600%,19873000%,19929800%,20017100%,19879300%,15571700%,15562800%,15547100%,
Slovenia,Fixed broadband coverage,Rural,% of Rural Households,83.8%,88.2%,90.1%,92.2%,92.5%,93.3%,95.5%,96.0%,96.0%,96.3%,96.7%,
Slovenia,NGA coverage,Rural,% of Rural Households,42.6%,45.8%,49.8%,50.2%,53.9%,59.7%,62.2%,62.7%,67.0%,70.0%,73.8%,
Slovenia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.0%,39.0%,46.4%,51.0%,56.8%,
Slovenia,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.1%,
Slovenia,DSL,Rural,% of Rural Households,79.1%,81.9%,82.3%,86.7%,86.7%,87.4%,86.9%,86.8%,86.5%,86.1%,84.9%,
Slovenia,VDSL,Rural,% of Rural Households,14.0%,16.4%,17.5%,19.4%,21.4%,21.7%,22.1%,21.9%,22.0%,21.8%,21.7%,
Slovenia,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Slovenia,FTTP,Rural,% of Rural Households,18.8%,19.6%,21.7%,23.5%,25.8%,34.3%,38.0%,39.0%,46.4%,51.0%,56.8%,
Slovenia,Cable modem DOCSIS 3.0,Rural,% of Rural Households,14.7%,17.9%,18.3%,18.8%,20.6%,21.1%,19.7%,19.8%,19.3%,20.1%,19.0%,
Slovenia,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Slovenia,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.9%,33.3%,27.4%,27.5%,28.3%,
Slovenia,LTE,Rural,% of Rural Households,40.6%,72.4%,81.2%,90.9%,95.1%,98.2%,98.8%,99.7%,99.8%,99.0%,#N/A,
Slovenia,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,2.8%,14.1%,45.5%,
Slovenia,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.3%,22.3%,
Slovenia,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Slovenia,Overall broadband coverage,Rural,% of Rural Households,97.1%,98.5%,99.1%,99.3%,99.5%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovenia,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,42.4%,49.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovenia,WiMAX,Rural,% of Rural Households,1.2%,1.2%,1.2%,4.8%,4.7%,4.7%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovenia,Cable modem,Rural,% of Rural Households,20.7%,21.4%,21.5%,21.5%,22.2%,22.5%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovenia,HSPA,Rural,% of Rural Households,89.5%,91.1%,91.5%,93.1%,94.2%,96.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Spain,Households,Rural,###,339221400%,336466147%,336466147%,334608503%,331921959%,329295063%,326219877%,310935705%,306063711%,305844178%,305428752%,
Spain,Fixed broadband coverage,Rural,% of Rural Households,94.3%,91.6%,90.5%,92.1%,92.5%,92.9%,93.3%,92.9%,93.8%,90.6%,96.2%,
Spain,NGA coverage,Rural,% of Rural Households,23.1%,23.6%,23.9%,27.7%,37.4%,47.6%,58.7%,70.1%,78.6%,80.4%,87.9%,
Spain,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.9%,64.2%,71.5%,76.0%,86.9%,
Spain,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,78.6%,
Spain,DSL,Rural,% of Rural Households,86.2%,80.5%,80.5%,83.9%,84.1%,84.0%,84.1%,83.1%,85.4%,54.5%,19.8%,
Spain,VDSL,Rural,% of Rural Households,16.0%,14.1%,14.1%,15.2%,15.0%,15.1%,15.1%,15.1%,16.0%,9.6%,1.7%,
Spain,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Spain,FTTP,Rural,% of Rural Households,2.5%,5.0%,5.6%,9.7%,20.9%,32.6%,46.4%,59.5%,68.9%,73.9%,85.9%,
Spain,Cable modem DOCSIS 3.0,Rural,% of Rural Households,8.8%,9.8%,9.8%,10.6%,12.6%,13.1%,11.2%,10.8%,6.3%,4.6%,4.8%,
Spain,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.2%,10.8%,6.3%,4.6%,4.1%,
Spain,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62.9%,64.0%,62.3%,68.5%,90.2%,
Spain,LTE,Rural,% of Rural Households,2.2%,20.1%,26.8%,73.3%,87.0%,97.5%,98.8%,99.3%,100.0%,99.5%,#N/A,
Spain,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,24.8%,48.3%,67.4%,
Spain,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.9%,10.2%,
Spain,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Spain,Overall broadband coverage,Rural,% of Rural Households,97.8%,99.2%,99.2%,99.4%,99.8%,99.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Spain,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,28.8%,40.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Spain,WiMAX,Rural,% of Rural Households,51.7%,49.8%,49.8%,51.5%,56.4%,59.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Spain,Cable modem,Rural,% of Rural Households,8.8%,9.8%,9.8%,10.6%,12.6%,13.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Spain,HSPA,Rural,% of Rural Households,95.1%,98.4%,98.4%,98.7%,99.5%,99.5%,#N/A,#N/A,#N/A,#N/A,#N/A,
Sweden,Households,Rural,###,48036485%,48036485%,48036485%,44478800%,41976600%,43850500%,45062000%,44489500%,45085300%,68712520%,45003700%,
Sweden,Fixed broadband coverage,Rural,% of Rural Households,91.8%,92.2%,92.2%,92.8%,85.4%,80.8%,80.5%,81.3%,80.6%,77.5%,76.2%,
Sweden,NGA coverage,Rural,% of Rural Households,8.9%,13.9%,13.9%,21.5%,22.7%,31.4%,40.9%,48.4%,54.6%,59.8%,65.3%,
Sweden,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.6%,48.1%,54.3%,59.6%,65.2%,
Sweden,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71.4%,
Sweden,DSL,Rural,% of Rural Households,88.2%,89.0%,89.0%,87.0%,78.7%,69.8%,63.9%,62.4%,56.2%,41.8%,26.2%,
Sweden,VDSL,Rural,% of Rural Households,0.2%,0.5%,0.5%,0.8%,0.6%,0.6%,0.6%,0.7%,0.5%,0.3%,0.2%,
Sweden,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Sweden,FTTP,Rural,% of Rural Households,8.8%,13.7%,13.7%,20.8%,22.2%,31.0%,40.6%,48.1%,54.3%,59.6%,65.2%,
Sweden,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.6%,0.3%,0.3%,0.3%,0.3%,0.3%,0.3%,0.3%,
Sweden,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Sweden,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.3%,0.4%,0.6%,1.4%,1.7%,
Sweden,LTE,Rural,% of Rural Households,96.5%,98.0%,98.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,#N/A,
Sweden,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.5%,0.5%,67.0%,
Sweden,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1%,5.3%,
Sweden,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Sweden,Overall broadband coverage,Rural,% of Rural Households,98.7%,98.2%,98.2%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Sweden,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,22.3%,31.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Sweden,WiMAX,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Sweden,Cable modem,Rural,% of Rural Households,0.1%,0.1%,0.1%,0.6%,0.3%,0.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Sweden,HSPA,Rural,% of Rural Households,97.9%,96.5%,96.5%,99.2%,99.4%,99.5%,#N/A,#N/A,#N/A,#N/A,#N/A,
Switzerland,Households,Rural,###,45509991%,45665393%,46156002%,46514300%,46502516%,47268740%,46874398%,47589663%,49034780%,51680260%,49978750%,
Switzerland,Fixed broadband coverage,Rural,% of Rural Households,98.3%,99.0%,99.0%,99.0%,98.6%,98.6%,98.6%,99.5%,99.6%,99.6%,99.5%,
Switzerland,NGA coverage,Rural,% of Rural Households,87.6%,91.6%,92.7%,92.9%,93.3%,93.9%,95.1%,95.5%,96.4%,97.7%,98.8%,
Switzerland,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.5%,73.5%,77.0%,80.0%,81.6%,
